filename,transcription,spk_id,gender,ext,samplerate
train/00a06f910a.wav,958380,spk_E,female,wav,24000
train/00a9347c36.wav,914706,spk_B,male,wav,24000
train/00b22f4759.wav,398208,spk_A,female,wav,22050
train/00bd5a31b9.wav,177872,spk_B,male,wav,24000
train/00c3b103f1.wav,171852,spk_E,female,wav,24000
train/00c7244daa.wav,216541,spk_B,male,wav,24000
train/00c9194061.wav,746635,spk_E,female,wav,24000
train/00cdd2200b.wav,72244,spk_F,male,wav,24000
train/00d05d66e2.wav,933653,spk_E,female,wav,24000
train/00e277dfff.wav,323100,spk_E,female,wav,24000
train/00e552626e.wav,823295,spk_F,male,wav,24000
train/00e9a7e8ca.wav,134108,spk_E,female,wav,24000
train/00e9e4d21b.wav,369279,spk_D,female,wav,24000
train/00ece8359e.wav,259480,spk_E,female,wav,24000
train/00ef1d8571.wav,40118,spk_D,female,wav,24000
train/00f2be9e74.wav,600492,spk_F,male,wav,24000
train/00f52f387e.wav,611169,spk_B,male,wav,24000
train/00f5b3e9f9.wav,141220,spk_E,female,wav,24000
train/00f62efbce.wav,232200,spk_E,female,wav,24000
train/00f8fb6de9.wav,433084,spk_F,male,wav,24000
train/00fa43aa3a.wav,199694,spk_A,female,wav,22050
train/00fe5816dd.wav,208564,spk_E,female,wav,24000
train/00ff46ab89.wav,181184,spk_E,female,wav,24000
train/00ff4e5334.wav,422606,spk_E,female,wav,24000
train/01028411dd.wav,649368,spk_C,male,wav,22050
train/010eb41169.wav,487302,spk_C,male,wav,22050
train/011d8d3d8d.wav,913172,spk_B,male,wav,24000
train/0121d0e0fa.wav,803176,spk_E,female,wav,24000
train/012818dde4.wav,428346,spk_E,female,wav,24000
train/0132d3d20f.wav,85771,spk_B,male,wav,24000
train/0147441d17.wav,252821,spk_E,female,wav,24000
train/01475922a6.wav,487488,spk_B,male,wav,24000
train/014a81e7b4.wav,486674,spk_B,male,wav,24000
train/014b897e5a.wav,262968,spk_B,male,wav,24000
train/014fe1e43e.wav,566812,spk_F,male,wav,24000
train/0152698167.wav,912589,spk_E,female,wav,24000
train/0152f7b04d.wav,243287,spk_C,male,wav,22050
train/0160f5469d.wav,113420,spk_B,male,wav,24000
train/016c7ad7bc.wav,822687,spk_B,male,wav,24000
train/0172aff06b.wav,588533,spk_D,female,wav,24000
train/017688416c.wav,865514,spk_E,female,wav,24000
train/0177ffe060.wav,740797,spk_D,female,wav,24000
train/017f99525d.wav,457448,spk_E,female,wav,24000
train/0182b8516d.wav,839769,spk_E,female,wav,24000
train/0185955a07.wav,214485,spk_E,female,wav,24000
train/0187259ac2.wav,926426,spk_F,male,wav,24000
train/018a127944.wav,937105,spk_F,male,wav,24000
train/018c3b01ce.wav,487224,spk_C,male,wav,22050
train/018d254b9a.wav,86640,spk_E,female,wav,24000
train/018d2ec3d7.wav,986585,spk_F,male,wav,24000
train/0191bd39e0.wav,677229,spk_E,female,wav,24000
train/0198cbc4d7.wav,68216,spk_B,male,wav,24000
train/019ebd1f84.wav,717915,spk_B,male,wav,24000
train/01b3354a57.wav,160697,spk_E,female,wav,24000
train/01b375f6c1.wav,187982,spk_F,male,wav,24000
train/01b3d28bab.wav,989350,spk_C,male,wav,22050
train/01b7972190.wav,304567,spk_E,female,wav,24000
train/01b9962944.wav,357040,spk_E,female,wav,24000
train/01baf82496.wav,433952,spk_B,male,wav,24000
train/01bd49943b.wav,664013,spk_D,female,wav,24000
train/01c6fbde89.wav,299903,spk_E,female,wav,24000
train/01d002497c.wav,46147,spk_B,male,wav,24000
train/01d574a208.wav,479375,spk_E,female,wav,24000
train/01d7916325.wav,946256,spk_B,male,wav,24000
train/01d852905f.wav,809017,spk_B,male,wav,24000
train/01db1ee365.wav,595390,spk_D,female,wav,24000
train/01e74cd4fd.wav,601867,spk_E,female,wav,24000
train/01e97ad207.wav,344676,spk_B,male,wav,24000
train/01f2728fb7.wav,124330,spk_E,female,wav,24000
train/01f99a058f.wav,568795,spk_B,male,wav,24000
train/02158783bb.wav,801555,spk_C,male,wav,22050
train/02167033a0.wav,266266,spk_E,female,wav,24000
train/021c6600af.wav,482341,spk_C,male,wav,22050
train/022384ade0.wav,329740,spk_B,male,wav,24000
train/0224d5558b.wav,449159,spk_D,female,wav,24000
train/0226668d06.wav,147550,spk_C,male,wav,22050
train/0226add47e.wav,789525,spk_E,female,wav,24000
train/02282619d4.wav,674675,spk_E,female,wav,24000
train/022cf66ea6.wav,492147,spk_C,male,wav,22050
train/0234dc0472.wav,748343,spk_E,female,wav,24000
train/023916c04e.wav,555831,spk_E,female,wav,24000
train/023aac7b3f.wav,515853,spk_C,male,wav,22050
train/023d2d7206.wav,703431,spk_B,male,wav,24000
train/023eb1c062.wav,507539,spk_B,male,wav,24000
train/0241a3bae1.wav,737010,spk_E,female,wav,24000
train/024b883681.wav,157161,spk_A,female,wav,22050
train/024c0b00e0.wav,770897,spk_F,male,wav,24000
train/0251d7c43c.wav,337853,spk_A,female,wav,22050
train/0252f21c2c.wav,328008,spk_E,female,wav,24000
train/0259b1468a.wav,896923,spk_E,female,wav,24000
train/0259c91c87.wav,923019,spk_B,male,wav,24000
train/025c4eabd9.wav,911136,spk_E,female,wav,24000
train/025e599d8a.wav,869008,spk_E,female,wav,24000
train/026185a536.wav,68614,spk_B,male,wav,24000
train/0266e52de6.wav,775033,spk_E,female,wav,24000
train/02693abf26.wav,332914,spk_E,female,wav,24000
train/0271472117.wav,843229,spk_F,male,wav,24000
train/0274383917.wav,999505,spk_E,female,wav,24000
train/0276485447.wav,844007,spk_F,male,wav,24000
train/028265e144.wav,970950,spk_B,male,wav,24000
train/028689701e.wav,964514,spk_B,male,wav,24000
train/028f77feb1.wav,347647,spk_E,female,wav,24000
train/0297d82101.wav,978089,spk_E,female,wav,24000
train/029cea9dc3.wav,494292,spk_E,female,wav,24000
train/029e6922aa.wav,137282,spk_A,female,wav,22050
train/029f4d68f9.wav,377341,spk_B,male,wav,24000
train/029f826ef8.wav,549625,spk_E,female,wav,24000
train/02ad739abd.wav,289082,spk_E,female,wav,24000
train/02b1fa0842.wav,68830,spk_B,male,wav,24000
train/02be3a4889.wav,237298,spk_E,female,wav,24000
train/02c768b181.wav,252095,spk_E,female,wav,24000
train/02ca2ded6c.wav,177419,spk_E,female,wav,24000
train/02cc4463d1.wav,444243,spk_E,female,wav,24000
train/02ce17f311.wav,968621,spk_E,female,wav,24000
train/02cf7b0fec.wav,714590,spk_B,male,wav,24000
train/02d661b18f.wav,88515,spk_E,female,wav,24000
train/02d9fda8f5.wav,525847,spk_E,female,wav,24000
train/02ea7224d8.wav,550648,spk_D,female,wav,24000
train/02f6332d33.wav,382765,spk_B,male,wav,24000
train/02f7acea99.wav,585150,spk_B,male,wav,24000
train/02fb9a0de7.wav,223165,spk_E,female,wav,24000
train/02feb938f2.wav,196749,spk_E,female,wav,24000
train/030866d895.wav,536948,spk_F,male,wav,24000
train/03146b5093.wav,163294,spk_E,female,wav,24000
train/0317eb5edc.wav,751905,spk_E,female,wav,24000
train/03186c7692.wav,771035,spk_E,female,wav,24000
train/031e1aa1c8.wav,622343,spk_A,female,wav,22050
train/031e7a5976.wav,308073,spk_E,female,wav,24000
train/031e96a2df.wav,577900,spk_B,male,wav,24000
train/033cdcff75.wav,192926,spk_A,female,wav,22050
train/03418a2022.wav,280064,spk_D,female,wav,24000
train/03427435e7.wav,249365,spk_E,female,wav,24000
train/034a73d993.wav,707576,spk_F,male,wav,24000
train/035631d19f.wav,11075,spk_D,female,wav,24000
train/03589f3616.wav,16886,spk_E,female,wav,24000
train/035b45402d.wav,664636,spk_E,female,wav,24000
train/03682e4824.wav,454749,spk_D,female,wav,24000
train/0370b42022.wav,460618,spk_B,male,wav,24000
train/0374a7d77c.wav,462766,spk_A,female,wav,22050
train/0375d4f322.wav,243464,spk_A,female,wav,22050
train/037cab68d3.wav,698681,spk_B,male,wav,24000
train/037d259bc8.wav,272232,spk_B,male,wav,24000
train/037eac2bdd.wav,846948,spk_E,female,wav,24000
train/03818384a3.wav,299138,spk_B,male,wav,24000
train/03872919e8.wav,898236,spk_E,female,wav,24000
train/0389c99d9a.wav,739707,spk_B,male,wav,24000
train/0391ce1d38.wav,874401,spk_E,female,wav,24000
train/039300f6be.wav,497628,spk_A,female,wav,22050
train/0399ea0bd7.wav,713026,spk_E,female,wav,24000
train/039aaa28ae.wav,70492,spk_D,female,wav,24000
train/03a4fea42a.wav,474540,spk_E,female,wav,24000
train/03a9260297.wav,341876,spk_E,female,wav,24000
train/03a9d6d7ca.wav,45674,spk_E,female,wav,24000
train/03ada8234f.wav,441855,spk_E,female,wav,24000
train/03b74c6e98.wav,528521,spk_E,female,wav,24000
train/03b9a97a6d.wav,139626,spk_E,female,wav,24000
train/03bca1c534.wav,455181,spk_B,male,wav,24000
train/03c4c00fb9.wav,525160,spk_E,female,wav,24000
train/03cfa4f56c.wav,265028,spk_E,female,wav,24000
train/03cfbb4b72.wav,942131,spk_B,male,wav,24000
train/03cff42855.wav,359847,spk_A,female,wav,22050
train/03d01ee0f4.wav,156537,spk_E,female,wav,24000
train/03d2df800a.wav,596608,spk_E,female,wav,24000
train/03d3bb9f15.wav,3288,spk_A,female,wav,22050
train/03d9adbfc3.wav,707335,spk_E,female,wav,24000
train/03dbaa7f9b.wav,165831,spk_B,male,wav,24000
train/03e15855cc.wav,635733,spk_C,male,wav,22050
train/03e6bcabd4.wav,107100,spk_B,male,wav,24000
train/03e8af66d8.wav,866007,spk_B,male,wav,24000
train/03f0278297.wav,706162,spk_E,female,wav,24000
train/03f0dc3489.wav,895092,spk_E,female,wav,24000
train/03f0f59221.wav,653250,spk_B,male,wav,24000
train/03f13d1e60.wav,938910,spk_E,female,wav,24000
train/03f69d7bf4.wav,92196,spk_C,male,wav,22050
train/03fca3fac8.wav,189547,spk_E,female,wav,24000
train/03ff5cc66b.wav,663694,spk_E,female,wav,24000
train/040437af67.wav,418448,spk_E,female,wav,24000
train/040d0d4c9f.wav,417215,spk_B,male,wav,24000
train/040e171544.wav,802528,spk_E,female,wav,24000
train/0412d992d3.wav,389691,spk_E,female,wav,24000
train/04174c14b4.wav,136703,spk_F,male,wav,24000
train/0428fa672e.wav,583561,spk_E,female,wav,24000
train/0433613830.wav,497297,spk_B,male,wav,24000
train/04363011c8.wav,394718,spk_B,male,wav,24000
train/043ebfef2c.wav,715406,spk_E,female,wav,24000
train/0441ba3b38.wav,142023,spk_B,male,wav,24000
train/0443301ecd.wav,157729,spk_E,female,wav,24000
train/0449463bf4.wav,472211,spk_E,female,wav,24000
train/044bffd909.wav,325543,spk_B,male,wav,24000
train/0454329a10.wav,949733,spk_B,male,wav,24000
train/0457f36128.wav,93742,spk_E,female,wav,24000
train/04583cde63.wav,820974,spk_B,male,wav,24000
train/045bbc9b78.wav,615308,spk_C,male,wav,22050
train/045e31f335.wav,377921,spk_F,male,wav,24000
train/0464762a08.wav,196311,spk_A,female,wav,22050
train/046f664d06.wav,595137,spk_E,female,wav,24000
train/0470a7b135.wav,667433,spk_E,female,wav,24000
train/0478818293.wav,599660,spk_B,male,wav,24000
train/047aa28804.wav,876173,spk_E,female,wav,24000
train/0480696e9e.wav,8922,spk_B,male,wav,24000
train/048641d7fd.wav,85500,spk_E,female,wav,24000
train/04865d148c.wav,943259,spk_B,male,wav,24000
train/0488b691de.wav,853869,spk_E,female,wav,24000
train/048a1c6ed3.wav,864241,spk_F,male,wav,24000
train/048e2e1479.wav,227831,spk_E,female,wav,24000
train/0495f22f7b.wav,865459,spk_B,male,wav,24000
train/049838b439.wav,659665,spk_D,female,wav,24000
train/04ac37b532.wav,976855,spk_B,male,wav,24000
train/04ae9f9339.wav,700912,spk_E,female,wav,24000
train/04af0ceddd.wav,277864,spk_E,female,wav,24000
train/04d257a13d.wav,570690,spk_B,male,wav,24000
train/04d6bad0d8.wav,701791,spk_E,female,wav,24000
train/04d6d52eed.wav,958764,spk_B,male,wav,24000
train/04d7862de2.wav,705132,spk_E,female,wav,24000
train/04e2d9dfe9.wav,664053,spk_B,male,wav,24000
train/04e7c04d79.wav,118673,spk_E,female,wav,24000
train/04ebb72a54.wav,137577,spk_E,female,wav,24000
train/04ee498bcb.wav,413067,spk_B,male,wav,24000
train/04ef1f3156.wav,414915,spk_C,male,wav,22050
train/04f1b61eec.wav,924856,spk_E,female,wav,24000
train/04f5a539e4.wav,855024,spk_E,female,wav,24000
train/0501687c23.wav,495179,spk_D,female,wav,24000
train/050a587208.wav,479114,spk_B,male,wav,24000
train/051351b93d.wav,757881,spk_E,female,wav,24000
train/05157b0805.wav,876129,spk_E,female,wav,24000
train/0518aabf23.wav,543964,spk_E,female,wav,24000
train/0524875ba7.wav,857724,spk_B,male,wav,24000
train/052d78860a.wav,525193,spk_E,female,wav,24000
train/05320ccabe.wav,433159,spk_E,female,wav,24000
train/053797e590.wav,504247,spk_E,female,wav,24000
train/053ecd3d62.wav,449212,spk_E,female,wav,24000
train/0549b2326d.wav,393368,spk_B,male,wav,24000
train/054b9518af.wav,398921,spk_B,male,wav,24000
train/054bee1035.wav,34850,spk_E,female,wav,24000
train/054dd13925.wav,571724,spk_E,female,wav,24000
train/0550095669.wav,269109,spk_E,female,wav,24000
train/05524a3bc2.wav,72110,spk_B,male,wav,24000
train/0556cb78fb.wav,410331,spk_B,male,wav,24000
train/0559ff87c4.wav,830231,spk_E,female,wav,24000
train/055fe7db98.wav,353404,spk_E,female,wav,24000
train/0563a663c8.wav,952878,spk_B,male,wav,24000
train/05645473dc.wav,858831,spk_B,male,wav,24000
train/0572a95202.wav,745306,spk_D,female,wav,24000
train/057453ad99.wav,69054,spk_A,female,wav,22050
train/0576e37c56.wav,512489,spk_B,male,wav,24000
train/057af5ead7.wav,849236,spk_E,female,wav,24000
train/057d3c2327.wav,163627,spk_B,male,wav,24000
train/057e03e93f.wav,143284,spk_C,male,wav,22050
train/0582e1145a.wav,292374,spk_C,male,wav,22050
train/058d158738.wav,199426,spk_C,male,wav,22050
train/0592c41bf9.wav,669870,spk_D,female,wav,24000
train/0593cf013b.wav,285286,spk_D,female,wav,24000
train/059590831f.wav,537681,spk_A,female,wav,22050
train/0596fc1ae5.wav,428590,spk_E,female,wav,24000
train/059d0b12f9.wav,379761,spk_A,female,wav,22050
train/05a274b2de.wav,106447,spk_F,male,wav,24000
train/05a625b44c.wav,905654,spk_E,female,wav,24000
train/05ab88eb07.wav,31406,spk_B,male,wav,24000
train/05b30c7ab3.wav,83327,spk_C,male,wav,22050
train/05b4c36604.wav,516761,spk_D,female,wav,24000
train/05b6e12bc8.wav,862843,spk_E,female,wav,24000
train/05bac7142a.wav,343846,spk_E,female,wav,24000
train/05c20fa4b4.wav,521914,spk_C,male,wav,22050
train/05c7ceb462.wav,950206,spk_E,female,wav,24000
train/05c895ca37.wav,599542,spk_E,female,wav,24000
train/05c900ccbe.wav,251347,spk_E,female,wav,24000
train/05ca35c85b.wav,301052,spk_D,female,wav,24000
train/05cbc120c3.wav,658242,spk_E,female,wav,24000
train/05ced056f0.wav,662486,spk_B,male,wav,24000
train/05d3fa9ad8.wav,830417,spk_E,female,wav,24000
train/05d472f4c7.wav,711890,spk_B,male,wav,24000
train/05d85ad829.wav,146581,spk_F,male,wav,24000
train/05df991fc9.wav,869881,spk_A,female,wav,22050
train/05e1a22a66.wav,841632,spk_E,female,wav,24000
train/05e56d25bd.wav,328480,spk_B,male,wav,24000
train/05e823e1a2.wav,113988,spk_B,male,wav,24000
train/05fa2344b2.wav,72095,spk_B,male,wav,24000
train/05faf49292.wav,123211,spk_E,female,wav,24000
train/060af3dceb.wav,665227,spk_B,male,wav,24000
train/060d98fdd2.wav,421007,spk_B,male,wav,24000
train/060fa00a1a.wav,3747,spk_E,female,wav,24000
train/061ad2f749.wav,746135,spk_D,female,wav,24000
train/063090cc2e.wav,756849,spk_E,female,wav,24000
train/0633c2415a.wav,787523,spk_C,male,wav,22050
train/06367b5588.wav,350520,spk_D,female,wav,24000
train/06376c193f.wav,981402,spk_A,female,wav,22050
train/0637746b60.wav,924024,spk_A,female,wav,22050
train/063985c897.wav,639546,spk_E,female,wav,24000
train/0641dc9a16.wav,604976,spk_F,male,wav,24000
train/0642d82bb8.wav,407164,spk_B,male,wav,24000
train/06465d945d.wav,654129,spk_C,male,wav,22050
train/0650da0f4f.wav,400198,spk_E,female,wav,24000
train/065afecb39.wav,536933,spk_E,female,wav,24000
train/065c66f692.wav,23166,spk_F,male,wav,24000
train/065da73ad9.wav,998314,spk_E,female,wav,24000
train/066a929f8f.wav,21769,spk_A,female,wav,22050
train/066f6d4edd.wav,483553,spk_E,female,wav,24000
train/067612502f.wav,287507,spk_B,male,wav,24000
train/06812caafa.wav,510599,spk_E,female,wav,24000
train/0686a67b79.wav,822597,spk_E,female,wav,24000
train/068b976a85.wav,825704,spk_E,female,wav,24000
train/069347f3a2.wav,760012,spk_C,male,wav,22050
train/069d045180.wav,390632,spk_E,female,wav,24000
train/069dd37c34.wav,802619,spk_B,male,wav,24000
train/069dfe80d4.wav,625355,spk_E,female,wav,24000
train/06abd966a9.wav,231172,spk_F,male,wav,24000
train/06ae5ac59e.wav,44180,spk_C,male,wav,22050
train/06b0c3e89d.wav,782734,spk_E,female,wav,24000
train/06b26a3bd6.wav,421555,spk_B,male,wav,24000
train/06b50b7caf.wav,521033,spk_F,male,wav,24000
train/06b541b69d.wav,630938,spk_E,female,wav,24000
train/06b65cbc94.wav,381018,spk_E,female,wav,24000
train/06bc8171d0.wav,487498,spk_D,female,wav,24000
train/06bec9908e.wav,463556,spk_B,male,wav,24000
train/06c5699479.wav,746576,spk_E,female,wav,24000
train/06c67291aa.wav,428881,spk_B,male,wav,24000
train/06c6d66ab3.wav,338690,spk_C,male,wav,22050
train/06cb85617f.wav,204572,spk_E,female,wav,24000
train/06cd01dc52.wav,543814,spk_B,male,wav,24000
train/06ceaa7054.wav,19650,spk_E,female,wav,24000
train/06d421cdaa.wav,515907,spk_B,male,wav,24000
train/06dbfdaeb4.wav,775502,spk_C,male,wav,22050
train/06df5c82b4.wav,612428,spk_C,male,wav,22050
train/06e1a63d19.wav,319571,spk_F,male,wav,24000
train/06e3ae49e1.wav,359607,spk_E,female,wav,24000
train/06fd230e32.wav,706424,spk_B,male,wav,24000
train/0701cd469f.wav,883798,spk_C,male,wav,22050
train/0705c1c3d5.wav,207653,spk_E,female,wav,24000
train/0714502bce.wav,195073,spk_F,male,wav,24000
train/0718041bde.wav,443954,spk_E,female,wav,24000
train/071a08cd35.wav,478206,spk_E,female,wav,24000
train/0721c2dba5.wav,719448,spk_B,male,wav,24000
train/0726b3ada2.wav,629083,spk_A,female,wav,22050
train/072a49b4bb.wav,890146,spk_B,male,wav,24000
train/072b276ef2.wav,711137,spk_E,female,wav,24000
train/072c973169.wav,303039,spk_B,male,wav,24000
train/072ea7203f.wav,66699,spk_E,female,wav,24000
train/073be581e9.wav,417828,spk_B,male,wav,24000
train/073e512ac8.wav,871959,spk_E,female,wav,24000
train/074755158b.wav,620967,spk_E,female,wav,24000
train/074bf4d9d7.wav,458743,spk_C,male,wav,22050
train/074bf92921.wav,742756,spk_E,female,wav,24000
train/0753c8e6f4.wav,522205,spk_B,male,wav,24000
train/07551df174.wav,332327,spk_C,male,wav,22050
train/075a409f7f.wav,288284,spk_E,female,wav,24000
train/076060e627.wav,420467,spk_E,female,wav,24000
train/07614372d0.wav,45731,spk_E,female,wav,24000
train/07626b5a0d.wav,327062,spk_E,female,wav,24000
train/0763123a51.wav,373518,spk_B,male,wav,24000
train/0764243f6a.wav,103500,spk_B,male,wav,24000
train/0765c27129.wav,92648,spk_B,male,wav,24000
train/0766e3855a.wav,46542,spk_B,male,wav,24000
train/07672e064d.wav,75073,spk_E,female,wav,24000
train/076bd42494.wav,197750,spk_E,female,wav,24000
train/0773864dc7.wav,60500,spk_B,male,wav,24000
train/0776a3536a.wav,248988,spk_B,male,wav,24000
train/077a0c5423.wav,101492,spk_C,male,wav,22050
train/077e614025.wav,183925,spk_E,female,wav,24000
train/0783352ef6.wav,182952,spk_D,female,wav,24000
train/07928c90eb.wav,976842,spk_E,female,wav,24000
train/079578c9ae.wav,603162,spk_F,male,wav,24000
train/079733a12a.wav,574964,spk_E,female,wav,24000
train/07a57404c9.wav,474312,spk_B,male,wav,24000
train/07b10ace7f.wav,869338,spk_F,male,wav,24000
train/07b3b85457.wav,372571,spk_C,male,wav,22050
train/07b912fadd.wav,346730,spk_E,female,wav,24000
train/07b93afb91.wav,562750,spk_B,male,wav,24000
train/07bea3b6db.wav,495988,spk_E,female,wav,24000
train/07c83133ed.wav,115836,spk_E,female,wav,24000
train/07c8bc141d.wav,912092,spk_E,female,wav,24000
train/07cb4072eb.wav,243359,spk_B,male,wav,24000
train/07cdf150f7.wav,451513,spk_B,male,wav,24000
train/07d166522f.wav,371878,spk_E,female,wav,24000
train/07d1b90bde.wav,849763,spk_D,female,wav,24000
train/07d31d4913.wav,726822,spk_E,female,wav,24000
train/07d52de38b.wav,861720,spk_D,female,wav,24000
train/07d62acd08.wav,592251,spk_E,female,wav,24000
train/07d74eda72.wav,457864,spk_B,male,wav,24000
train/07d7a18fa6.wav,598274,spk_E,female,wav,24000
train/07d9e1b50a.wav,403557,spk_C,male,wav,22050
train/07e35617e8.wav,50264,spk_E,female,wav,24000
train/07e377978f.wav,786005,spk_E,female,wav,24000
train/07f4c6226f.wav,14698,spk_D,female,wav,24000
train/07f8b3e3e9.wav,511659,spk_B,male,wav,24000
train/08043dad9a.wav,271111,spk_A,female,wav,22050
train/081a5c02a2.wav,943254,spk_E,female,wav,24000
train/081f07a788.wav,631553,spk_B,male,wav,24000
train/081faf0464.wav,436638,spk_E,female,wav,24000
train/082331c71b.wav,887243,spk_F,male,wav,24000
train/08254f1605.wav,646861,spk_E,female,wav,24000
train/084286d992.wav,469261,spk_D,female,wav,24000
train/0843433c10.wav,900067,spk_E,female,wav,24000
train/08438a3592.wav,924943,spk_D,female,wav,24000
train/084f5e7f24.wav,504620,spk_E,female,wav,24000
train/0850900000.wav,586608,spk_E,female,wav,24000
train/08556ef6aa.wav,600036,spk_E,female,wav,24000
train/08653225d7.wav,334129,spk_F,male,wav,24000
train/0867418901.wav,381280,spk_E,female,wav,24000
train/086b007aa0.wav,807331,spk_D,female,wav,24000
train/086bd575dd.wav,11938,spk_E,female,wav,24000
train/086d9b7eb8.wav,357882,spk_E,female,wav,24000
train/086d9d8606.wav,285027,spk_F,male,wav,24000
train/08713fa002.wav,955995,spk_B,male,wav,24000
train/08769f7f20.wav,566122,spk_E,female,wav,24000
train/087a2639e2.wav,1516,spk_B,male,wav,24000
train/087c72a95f.wav,253316,spk_E,female,wav,24000
train/087d8aa871.wav,335477,spk_B,male,wav,24000
train/087fffa93c.wav,342574,spk_D,female,wav,24000
train/0882c405c8.wav,521422,spk_B,male,wav,24000
train/0887a042cd.wav,77292,spk_D,female,wav,24000
train/0889fac893.wav,577551,spk_B,male,wav,24000
train/0896a7d500.wav,303088,spk_A,female,wav,22050
train/08a4b94e5c.wav,500977,spk_B,male,wav,24000
train/08a6a3f504.wav,397610,spk_E,female,wav,24000
train/08aa49e48a.wav,169003,spk_B,male,wav,24000
train/08abbcc3c4.wav,724516,spk_E,female,wav,24000
train/08b648d02d.wav,419321,spk_B,male,wav,24000
train/08b66d3d6e.wav,741000,spk_E,female,wav,24000
train/08c04a15b5.wav,112176,spk_B,male,wav,24000
train/08c6848f55.wav,241798,spk_E,female,wav,24000
train/08c9cbf8ca.wav,999861,spk_E,female,wav,24000
train/08ca9b2f1f.wav,657066,spk_E,female,wav,24000
train/08cd31d0ba.wav,968127,spk_B,male,wav,24000
train/08cfd72ff5.wav,687068,spk_D,female,wav,24000
train/08cfd9210f.wav,834928,spk_A,female,wav,22050
train/08d7fc8e70.wav,109319,spk_B,male,wav,24000
train/08d9ad797f.wav,660072,spk_D,female,wav,24000
train/08e6d5e0be.wav,737565,spk_A,female,wav,22050
train/08edf35c58.wav,949070,spk_B,male,wav,24000
train/08ee7f0901.wav,729019,spk_B,male,wav,24000
train/08f32f17e5.wav,562232,spk_A,female,wav,22050
train/08f41100fa.wav,661382,spk_D,female,wav,24000
train/08f8f9fbb5.wav,39411,spk_D,female,wav,24000
train/08fadb3dcf.wav,400050,spk_A,female,wav,22050
train/0900734aa6.wav,529716,spk_E,female,wav,24000
train/0907b4cb35.wav,110128,spk_D,female,wav,24000
train/0907d6bee3.wav,320343,spk_D,female,wav,24000
train/0909e2ed75.wav,465310,spk_E,female,wav,24000
train/09112d243d.wav,178033,spk_D,female,wav,24000
train/09170ab57a.wav,981508,spk_E,female,wav,24000
train/0927b69568.wav,241058,spk_E,female,wav,24000
train/092e5330e3.wav,55234,spk_E,female,wav,24000
train/09300e1a8d.wav,912340,spk_E,female,wav,24000
train/0930de19b6.wav,416691,spk_F,male,wav,24000
train/0932947713.wav,150687,spk_E,female,wav,24000
train/0942be1a62.wav,471361,spk_C,male,wav,22050
train/0945775bcf.wav,865324,spk_E,female,wav,24000
train/09469d0031.wav,319994,spk_C,male,wav,22050
train/094a8e5ce2.wav,178870,spk_B,male,wav,24000
train/094d9c3296.wav,46638,spk_E,female,wav,24000
train/094f5ed3bb.wav,869117,spk_B,male,wav,24000
train/0951120c7e.wav,167156,spk_E,female,wav,24000
train/095d13ec3b.wav,575612,spk_B,male,wav,24000
train/0964a212c5.wav,548615,spk_E,female,wav,24000
train/0977d115b4.wav,658338,spk_E,female,wav,24000
train/097c0f67c9.wav,564547,spk_E,female,wav,24000
train/097ec11db8.wav,238234,spk_E,female,wav,24000
train/098bfccca6.wav,799520,spk_E,female,wav,24000
train/099351a2aa.wav,731321,spk_E,female,wav,24000
